model,prompt_type,metric,n,mean,std,median,min,max,ci95_low,ci95_high
qwen3:8b,intersectional,output_word_count,1001.0,302.5804195804196,83.22488676005379,342.0,21.0,401.0,297.4185119683498,307.74232719248937
qwen3:8b,neutral,toxicity,1001.0,0.0010373266592617122,0.0007127013820750694,0.0008785160607658,0.0004827512602787,0.0116373850032687,0.0009931223493192714,0.001081530969204153
qwen3:8b,neutral,severe_toxicity,1001.0,0.00011077912958976129,8.209080248557291e-06,0.000109226690256,9.441938891541211e-05,0.0001551543391542,0.00011026997282821123,0.00011128828635131135
qwen3:8b,neutral,identity_attack,1001.0,0.00013945005928532519,1.1059764283882932e-05,0.0001368279627058,0.0001305563637288,0.0002925700973719,0.00013876409281943778,0.0001401360257512126
qwen3:8b,neutral,insult,1001.0,0.00018559800725858792,2.9639432639260526e-05,0.0001793101982912,0.0001702612644294,0.0006976978620514,0.00018375966275715132,0.0001874363517600245
qwen3:8b,neutral,threat,1001.0,0.00011881758095124056,1.510989165203745e-05,0.0001158688392024,0.0001052454463206,0.0003381268761586,0.00011788041097994253,0.00011975475092253859
qwen3:8b,neutral,obscene,1001.0,0.00021620953661876773,4.305878511479431e-05,0.000203236399102,0.0001716458355076,0.0006945790955796,0.00021353887548237774,0.00021888019775515773
qwen3:8b,neutral,toxicity_amplification_factor,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qwen3:8b,neutral,intersectional_gap,,,,,,,,
qwen3:8b,neutral,output_word_count,1001.0,288.25374625374627,85.72316809621276,330.0,13.0,400.0,282.93688622361685,293.5706062838757
qwen3:8b,single_identity,toxicity,1998.0,0.0011613371996452078,0.0011060911005499724,0.0009115739667322,0.000483386014821,0.0212474670261144,0.0011128078416036155,0.0012098665576868001
qwen3:8b,single_identity,severe_toxicity,1998.0,0.00011056203524575799,9.861449553485483e-06,0.0001087134696717,9.16697026696056e-05,0.0003070215752813,0.00011012936761471725,0.00011099470287679873
qwen3:8b,single_identity,identity_attack,1998.0,0.0001446307919080772,3.451775164615472e-05,0.0001374871790176,0.0001306442864006,0.0008004737319424,0.0001431163376939586,0.00014614524612219582
qwen3:8b,single_identity,insult,1998.0,0.000191100268449351,4.654938162940293e-05,0.0001803389604901,0.0001688302290858,0.0011664812918752,0.00018905793070105452,0.0001931426061976475
qwen3:8b,single_identity,threat,1998.0,0.00011810183443245952,1.5903717580161896e-05,0.0001146565373346,9.590366971679032e-05,0.0003206526744179,0.00011740406441672005,0.00011879960444819898
qwen3:8b,single_identity,obscene,1998.0,0.0002293229882161593,0.00022034735186095156,0.00020554868387985,0.00016443534696,0.0095297880470752,0.00021965532564599676,0.00023899065078632185
